StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_11_TEXT,Q1.1,Q1.1_5_TEXT,Q70,Q70_10_TEXT,Q69,Q2,Q2_6_TEXT,Q3,Q4,Q5,Q5_7_TEXT,Q5.1,Q6,Q7,Q8,Q9,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q13_10_TEXT,Q14,Q15,Q16,Q17,Q17_11_TEXT,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q21.1,Q21.1_9_TEXT,Q21.2,Q22,Q22.1,Q22.1_8_TEXT,Q22.2,Q22.2_8_TEXT,Q23
2022-02-08 15:35:54,2022-02-08 15:44:57,IP Address,100,542,True,2022-02-08 15:44:57,R_6rsBcUixMf5ZqJr,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Services Management & Organisation (HSMO),NA,NA,PhD candidate,NA,Extremely important,I have some experience with Open Access publishing,"Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I have some experience with the FAIR principles, but do not follow them regularly","Others might criticise my data, materials, and/or code;I might lose control over how my data, materials, and/or code are being used;It might take too much time, effort, and resources",NA,Not at all important,"I am aware of study preregistration, but have not used it","I need to look at my data before I can decide how to best analyse it;It might take too much time, effort, and resources",NA,Moderately important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own","Others might criticise my educational resources;It might take too much time, effort, and resources",NA,Extremely important,I regularly engage with society,I do not share any of these concerns,NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,"I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward)",Yes,Trust from my colleagues/supervisor/manager,NA,NA,NA,no
2022-02-08 15:34:17,2022-02-08 15:45:14,IP Address,100,657,True,2022-02-08 15:45:14,R_26eQPIVIfSlYaBx,anonymous,EN-GB,Erasmus School of Philosophy (ESPHIL),NA,NA,NA,NA,NA,NA,PhD candidate,NA,Moderately important,I am aware of Open Access publishing but have not done it,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Other,I don't really know how it works and what I could do,NA,Slightly important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own",I don’t know/prefer not to answer,"Others might find it difficult to understand my data, materials, and/or code;Reuse of my data, materials, and/or code could violate the epistemological framework of my research;I might lose control over how my data, materials, and/or code are being used;Other","Ethical concerns: If you do qualitative research it is often quite sensitive and it seems dangerous to take this information out of the context of the specific, situated research",Not at all important,"I am aware of study preregistration, but have not used it",Other,"It presents a positivistic view of science that is v useful for quantitative, but less for qualitative research",Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly","I might not receive appropriate credit for my educational resources if I make them openly available;It might take too much time, effort, and resources;Other","If you spend all that time, will others really use them?",Extremely important,I regularly engage with society,I do not share any of these concerns,NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors;Other",Generally how to be an ethical researcher who openly and fairly engages with the world and their research subjects,NA,No,NA,NA,Other,Value not just 'hard' academic output but also societal engagement,"I think it is really important to not pretend as if all research is social science that has a clear methodology. In philosophy for instance, but also in qualitative research that is not always the case. I think it is important to strenghten people's attitudes rather than impose very specific procedures that might then reproduce existing inequalities between different research practices."
2022-02-09 13:24:31,2022-02-09 13:27:44,IP Address,100,192,True,2022-02-09 13:27:44,R_2PjvfM2jpo1x6NX,anonymous,EN-GB,Erasmus School of Philosophy (ESPHIL),NA,NA,NA,NA,NA,NA,Associate Professor,NA,Extremely important,I have extensive experience with Open Access publishing,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,I don’t know/prefer not to answer,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own",I don’t know/prefer not to answer,"It might take too much time, effort, and resources",NA,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,NA,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I do not share any of these concerns,NA,Not at all important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources",NA,Yes,Open access publishing,NA,NA,I don't know/prefer not to answer,NA,NA,NA,NA,NA
2022-02-10 13:12:08,2022-02-10 13:16:12,IP Address,100,244,True,2022-02-10 13:16:13,R_3Mgmcesv5nrJtcX,anonymous,EN-GB,Erasmus School of Philosophy (ESPHIL),NA,NA,NA,NA,NA,NA,Full Professor,NA,Moderately important,I have some experience with Open Access publishing,Gold OA: Open Access journals might have lower quality articles;Gold OA: Open Access journals might not provide rigorous peer-review,NA,NA,Moderately important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","Until now, I hadn't heard of open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles",I do not share any of these concerns,NA,Not at all important,"Until now, I was unaware of study preregistration",I do not share any of these concerns,NA,Very important,I regularly use open educational resources developed by others,I regularly share open educational resources,I do not share any of these concerns,NA,Very important,I regularly engage with society,I do not share any of these concerns,NA,Yes,Open access publishing;Open educational resources,NA,NA,Yes,Freedom to choose and initiate my own projects,NA,NA,NA,NA
2022-02-11 17:00:38,2022-02-11 17:08:10,IP Address,100,452,True,2022-02-11 17:08:11,R_R4gMph1mmHb5PkB,anonymous,EN-GB,International Institute of Social Studies (ISS),NA,NA,NA,NA,NA,NA,Full Professor,NA,Very important,I have some experience with Open Access publishing,"Gold OA: Open Access journals might not provide rigorous peer-review;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals;Gold OA: The impact of an Open Access publication might be low (e.g., few downloads and citations, low public engagement)",NA,NA,Very important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","Others might criticise my data, materials, and/or code;Others might find errors in my published work;Others might find it difficult to understand my data, materials, and/or code;Sharing data, materials, and/or code could result in others asking me to provide assistance for their research;It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with study preregistration, but do not use it regularly","It might take too much time, effort, and resources",NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I don’t know/prefer not to answer,NA,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open data, materials, and/or code;Open educational resources",NA,I don't know/prefer not to answer,No,NA,NA,More time for Open Science activities;Other,I don't expect any reward but time spent should be recognized.,A number of these OS practices - especially making data/code available requires a lot of time and potentially comes at the cost of research/other activities. I tend to do this when a journal demands it.
2022-02-15 12:43:33,2022-02-15 12:48:16,IP Address,100,282,True,2022-02-15 12:48:17,R_29p0aoHGtWTc1N7,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Public Administration,NA,NA,NA,NA,Full Professor,NA,Very important,I have extensive experience with Open Access publishing,I do not share any of these concerns,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","Sharing data, materials, and/or code could result in others asking me to provide assistance for their research;It might take too much time, effort, and resources",NA,Not at all important,"I am aware of study preregistration, but have not used it",Preregistration prevents exploratory research;Preregistration stifles research creativity or flexibility,NA,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I do not share any of these concerns,NA,Very important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources;Other",Not valued within academic environment,Yes,Open engagement of societal actors,NA,NA,No,NA,NA,Freedom to choose and initiate my own projects;More time for Open Science activities;Trust from my colleagues/supervisor/manager;Praise by my colleagues/supervisor/manager;Receive a promotion;Receive a salary raise,NA,NA
2022-02-15 12:46:03,2022-02-15 12:50:19,IP Address,100,256,True,2022-02-15 12:50:19,R_3G8qEwIaua0lDHp,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,PhD candidate,NA,Extremely important,I have some experience with Open Access publishing,"Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",NA,NA,Very important,"I regularly use open data, materials, and/or code developed by others","I regularly share open data, materials, and/or code","I am aware of the FAIR principles, but have not followed them","Others might find errors in my published work;Others might find it difficult to understand my data, materials, and/or code;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,Very important,I regularly preregister my studies,I do not share any of these concerns,NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I don’t know/prefer not to answer,NA,Moderately important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources;Some societal actors might have ideas that are too difficult to implement;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,NA,No,NA,NA,Trust from my colleagues/supervisor/manager;Praise by my colleagues/supervisor/manager;Receive an award,NA,NA
2022-02-15 12:44:19,2022-02-15 12:52:31,IP Address,100,492,True,2022-02-15 12:52:32,R_0TUq4JJIkKftYpH,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,PhD candidate,NA,Extremely important,I have some experience with Open Access publishing,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,NA,NA,Very important,"I regularly use open data, materials, and/or code developed by others","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","Others might criticise my data, materials, and/or code;Others might find it difficult to understand my data, materials, and/or code;Sharing data, materials, and/or code could result in others asking me to provide assistance for their research;There could be issues related to intellectual property;It might take too much time, effort, and resources",NA,Very important,I regularly preregister my studies,I do not share any of these concerns,NA,Very important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources",Others might criticise my educational resources;Others might find errors in my educational resources;Others might find it difficult to understand my educational resources;Sharing educational resources could result in others asking me to provide assistance for their courses/workshops,NA,Extremely important,I regularly engage with society,"It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,Open access publishing;Preregistration;Open educational resources;Open engagement of societal actors,NA,I attended a workshop on research data management,I don't know/prefer not to answer,NA,NA,NA,NA,NA
2022-02-15 12:43:30,2022-02-15 12:52:39,IP Address,100,548,True,2022-02-15 12:52:39,R_3nCOtJZmpHzC6Xq,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,PhD candidate,NA,Very important,I have some experience with Open Access publishing,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I am aware of the FAIR principles, but have not followed them","Others might find errors in my published work;I might not receive appropriate credit for data, materials, and/or code if I make them openly available;There could be issues related to intellectual property;It might take too much time, effort, and resources",NA,Very important,I regularly preregister my studies,Preregistration might delay data collection;Preregistration might make it more difficult to publish in certain journals,NA,Slightly important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own",I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property,NA,Extremely important,I regularly engage with society,"It might require too much time, effort, and resources;Designing the research might become too complex;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians);There could be issues related to intellectual property",NA,Yes,Open access publishing;Open educational resources;Open engagement of societal actors,NA,NA,No,NA,NA,More time for Open Science activities;Praise by my colleagues/supervisor/manager,NA,NA
2022-02-15 12:42:54,2022-02-15 12:54:05,IP Address,100,671,True,2022-02-15 12:54:05,R_Q61xnhNsNhCOhlD,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,Full Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work;Gold OA: Open Access journals might have lower quality articles;Gold OA: Open Access journals might not provide rigorous peer-review;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code",I regularly follow the FAIR principles,I do not share any of these concerns,NA,Moderately important,"I have some experience with study preregistration, but do not use it regularly",I do not share any of these concerns,NA,I don’t know/prefer not to answer,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources",I do not share any of these concerns,NA,Not at all important,"I am aware of engaging with society, but have not done it",Other,It is not relevant to my research,No,NA,NA,I don't know/prefer not to answer,No,NA,NA,Freedom to choose and initiate my own projects,NA,NA
2022-02-15 12:44:42,2022-02-15 12:55:38,IP Address,100,655,True,2022-02-15 12:55:38,R_2YWz72UL85Bbph2,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Public Administration,NA,NA,NA,NA,Full Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work;Gold OA: Open Access journals might have lower quality articles,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I have some experience with open data, materials, and/or code, but do not share mine regularly",I regularly follow the FAIR principles,"Reuse of my data, materials, and/or code could violate the epistemological framework of my research;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,Moderately important,"I have some experience with study preregistration, but do not use it regularly",Preregistration might lead to other people taking my research idea and implementing my plan;Preregistration might make it more difficult to find statistically significant results,NA,Slightly important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own",I might lose control over how my educational resources are being used,NA,Very important,I regularly engage with society,I do not share any of these concerns,NA,Yes,Open engagement of societal actors,NA,"I got advice on FAIR data/research data management from an expert (e.g., research data steward)",I don't know/prefer not to answer,NA,NA,NA,NA,the largest problem with open access of your data 9especially survey data) is the risk that someone else takes the data and constructs quite different scales that violate the whole idea of the research. then you have the risk that someone publishes with the same data a completly different idea. And i also strongly dislike the fact that someone who is good in statitics takes the data for which no investments are made and then publishes. So in my view the researchers that collect the data should have veto power and be co-author
2022-02-15 12:43:23,2022-02-15 12:56:33,IP Address,100,790,True,2022-02-15 12:56:33,R_2V3ZGMiccRLnjr7,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,Postdoc or researcher,NA,Very important,I have some experience with Open Access publishing,"Green OA (self-archiving): Other people might copy my research and publish it before I do;Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work;Gold OA: Open Access journals might have lower quality articles;Gold OA: Open Access journals might not provide rigorous peer-review;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",NA,NA,Very important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","Others might criticise my data, materials, and/or code;Others might find errors in my published work;I might lose control over how my data, materials, and/or code are being used",NA,Very important,"I have some experience with study preregistration, but do not use it regularly","Preregistration might delay data collection;I need to look at my data before I can decide how to best analyse it;Preregistration stifles research creativity or flexibility;It might take too much time, effort, and resources",NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","Until now, I hadn't heard of open educational resources",I do not share any of these concerns,NA,Very important,I regularly engage with society,"It might require too much time, effort, and resources;Designing the research might become too complex;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,"I attended a workshop on research data management;I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward);I am using available tools for FAIR data (e.g., EUR Data Repository)",I don't know/prefer not to answer,NA,NA,NA,NA,"I underline the importance of open science and appreciate the effort the EUR takes in promoting Open Science. I joined the OSCR and see that they regularly organize very relevant workshops etc. Daily (busy) practice and the 'scientific system' , however are, off course hard to change and still provide various barriers for the implementation/adoption of open science"
2022-02-15 12:47:04,2022-02-15 13:01:10,IP Address,100,845,True,2022-02-15 13:01:11,R_2xFTpjIfRXZ6bqK,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Public Administration,NA,NA,NA,NA,Full Professor,NA,Extremely important,I have extensive experience with Open Access publishing,"Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals;Gold OA: The impact of an Open Access publication might be low (e.g., few downloads and citations, low public engagement)",NA,NA,Very important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I have some experience with open data, materials, and/or code, but do not share mine regularly","Until now, I hadn't heard of the FAIR principles",I do not share any of these concerns,NA,Very important,"I have some experience with study preregistration, but do not use it regularly",I do not share any of these concerns,NA,Not at all important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own","It might take too much time, effort, and resources",NA,Very important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,NA,No,NA,NA,Freedom to choose and initiate my own projects;More time for Open Science activities;Trust from my colleagues/supervisor/manager;Praise by my colleagues/supervisor/manager;Receive a promotion;Receive a salary raise,NA,NA
2022-02-15 12:56:53,2022-02-15 13:03:32,IP Address,100,399,True,2022-02-15 13:03:34,R_3OriAKsxxepot5s,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Other,Strategy group: Communication and behavior change,NA,NA,NA,Postdoc or researcher,NA,Extremely important,I have extensive experience with Open Access publishing,I do not share any of these concerns,NA,NA,Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code",I regularly follow the FAIR principles,"Others might find errors in my published work;Others might find it difficult to understand my data, materials, and/or code;Sharing data, materials, and/or code could result in others asking me to provide assistance for their research;I might lose control over how my data, materials, and/or code are being used",NA,Extremely important,I regularly preregister my studies,"Preregistration might delay data collection;Preregistration might make it more difficult to publish in certain journals;It might take too much time, effort, and resources;Other",Reviewers dont understand it,I don’t know/prefer not to answer,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I don’t know/prefer not to answer,NA,I don’t know/prefer not to answer,"Until now, I was unaware of open engagement with societal actors",I don’t know/prefer not to answer,NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration",NA,"I attended a workshop on research data management;I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward)",No,NA,NA,More time for Open Science activities;Other,"well it is not explicitly mentioned in my R&O, doesn't mean that i think it should be more recognized and rewarded, i think it is just part of our job (we dont talk about a lot of things that is part of our job))",NA
2022-02-15 12:58:45,2022-02-15 13:04:49,IP Address,100,364,True,2022-02-15 13:04:50,R_2U4z4E2RLIjvKqu,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Sociology,NA,NA,NA,NA,Full Professor,NA,Extremely important,I have extensive experience with Open Access publishing,Gold OA: Open Access journals might have lower quality articles,NA,NA,Extremely important,"I regularly use open data, materials, and/or code developed by others","I regularly share open data, materials, and/or code",I regularly follow the FAIR principles,I do not share any of these concerns,NA,Moderately important,"I am aware of study preregistration, but have not used it",I do not share any of these concerns,NA,Slightly important,"I am aware of open educational resources developed by others, but have not used them",I don’t know/prefer not to answer,I do not share any of these concerns,NA,Extremely important,I regularly engage with society,"It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,Preregistration,NA,"I am using available tools for FAIR data (e.g., EUR Data Repository)",Yes,Praised by my colleagues/supervisor/manager,NA,NA,NA,Training training training: crucial
2022-02-15 12:54:13,2022-02-15 13:07:31,IP Address,100,797,True,2022-02-15 13:07:31,R_3FP4jP5n6gfb8v1,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,PhD candidate,NA,Extremely important,I have some experience with Open Access publishing,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles","Others might criticise my data, materials, and/or code;Others might find errors in my published work;I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,Extremely important,I regularly preregister my studies,I do not share any of these concerns;Other,There is really 0 reason to not preregister.,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","Others might criticise my educational resources;Others might find errors in my educational resources;Others might find it difficult to understand my educational resources;I might lose control over how my educational resources are being used;I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property;It might take too much time, effort, and resources",NA,Extremely important,I regularly engage with society,"It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,No,NA,NA,NA,No,NA,NA,Freedom to choose and initiate my own projects;Trust from my colleagues/supervisor/manager;Praise by my colleagues/supervisor/manager;Other,Maybe it's more that employees are generally not interested in it.,NA
2022-02-15 12:57:43,2022-02-15 13:14:35,IP Address,100,1012,True,2022-02-15 13:14:35,R_DcWy2UZLOLIkkg1,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,"Public Administration,Sociology",NA,NA,NA,NA,Other,Support,Very important,"Until now, I was unaware of Open Access publishing",Other,"For me the most important issue is where to find publications. And if this place/website is clear that publications can be ""googeld"" easily.",NA,Very important,"I regularly use open data, materials, and/or code developed by others","I regularly share open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles",I do not share any of these concerns,NA,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,NA,Very important,I regularly use open educational resources developed by others,I regularly share open educational resources,I do not share any of these concerns,NA,Moderately important,I regularly engage with society,I do not share any of these concerns,NA,Yes,"Open access publishing;Open data, materials, and/or code;Open educational resources;Open engagement of societal actors",NA,NA,I don't know/prefer not to answer,NA,NA,NA,NA,In the survey it unclear whether the open science is for reseachers who publsh themselves or also for professionals like me to consult for relevant data/information for the best support
2022-02-15 13:25:13,2022-02-15 13:30:43,IP Address,100,330,True,2022-02-15 13:30:45,R_12FqzF1f2UFXuCG,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Public Administration,NA,NA,NA,NA,Assistant Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Other people might copy my research and publish it before I do;Gold OA: Open Access journals might have lower quality articles,NA,NA,Very important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code","I have some experience with the FAIR principles, but do not follow them regularly","It might take too much time, effort, and resources;Other",low university incentives for researchers. I only do it because it is the moral thing to do. Career wise there is little to gain here.,Extremely important,I regularly preregister my studies,Preregistration might lead to other people taking my research idea and implementing my plan,NA,I don’t know/prefer not to answer,"I have some experience with open educational resources developed by others, but do not use them regularly","Until now, I hadn't heard of open educational resources",I don’t know/prefer not to answer,NA,Slightly important,I don’t know/prefer not to answer,Some societal actors might have ideas that are too difficult to implement,NA,No,NA,NA,I don't know/prefer not to answer,No,NA,NA,Other,should be 'counted' just like articles. Especially given that data gets its own DOI,NA
2022-02-15 13:11:55,2022-02-15 13:49:05,IP Address,100,2230,True,2022-02-15 13:49:07,R_1BViy70RT8oJwkf,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,Assistant Professor,NA,Extremely important,I have some experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Extremely important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly",There could be issues related to intellectual property,NA,Extremely important,"I have some experience with study preregistration, but do not use it regularly","It might take too much time, effort, and resources",NA,Moderately important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources","Sharing educational resources could result in others asking me to provide assistance for their courses/workshops;I might not receive appropriate credit for my educational resources if I make them openly available;It might take too much time, effort, and resources",NA,Very important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources;Designing the research might become too complex;Some societal actors might have ideas that are too difficult to implement;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians);I might lose control of my research project",NA,Yes,Open access publishing;Open educational resources;Open engagement of societal actors,NA,"I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward)",No,NA,NA,More time for Open Science activities,NA,NA
2022-02-15 14:01:52,2022-02-15 14:09:16,IP Address,100,444,True,2022-02-15 14:09:17,R_C82io0UmXyEJcaZ,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,Postdoc or researcher,NA,Very important,I have some experience with Open Access publishing,Gold OA: Open Access journals might not provide rigorous peer-review;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Very important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code","I have some experience with the FAIR principles, but do not follow them regularly","Others might find it difficult to understand my data, materials, and/or code;I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,Very important,I regularly preregister my studies,I do not share any of these concerns,NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",Others might find it difficult to understand my educational resources,NA,Very important,"I am aware of engaging with society, but have not done it","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open access publishing;Open data, materials, and/or code;Open engagement of societal actors",NA,"I looked up relevant information on the EUR website;I am using available tools for FAIR data (e.g., EUR Data Repository)",No,NA,NA,More time for Open Science activities,NA,NA
