StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_11_TEXT,Q1.1,Q1.1_5_TEXT,Q70,Q70_10_TEXT,Q69,Q2,Q2_6_TEXT,Q3,Q4,Q5,Q5_7_TEXT,Q5.1,Q6,Q7,Q8,Q9,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q13_10_TEXT,Q14,Q15,Q16,Q17,Q17_11_TEXT,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q21.1,Q21.1_9_TEXT,Q21.2,Q22,Q22.1,Q22.1_8_TEXT,Q22.2,Q22.2_8_TEXT,Q23
2022-02-21 18:32:19,2022-02-21 18:41:42,IP Address,100,563,True,2022-02-21 18:41:43,R_2YGo7hnNBGHabcO,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Full Professor,,Very important,I have some experience with Open Access publishing,"Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",,,Extremely important,"I regularly use open data, materials, and/or code developed by others",I don’t know/prefer not to answer,"I have some experience with the FAIR principles, but do not follow them regularly","I might lose control over how my data, materials, and/or code are being used,I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property,It might take too much time, effort, and resources",,Moderately important,"I have some experience with study preregistration, but do not use it regularly","Preregistration prevents exploratory research,Preregistration might lead to other people taking my research idea and implementing my plan,It might take too much time, effort, and resources",,Extremely important,I regularly use open educational resources developed by others,I regularly share open educational resources,"I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property",,Very important,I regularly engage with society,"Designing the research might become too complex,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),There could be issues related to intellectual property,Other",societal actors may wish to dominate the research agenda or expect favorable outcomes. Independence requires extra effort.,Yes,"Open access publishing,Open educational resources,Open engagement of societal actors",,I looked up relevant information on the EUR website,I don't know/prefer not to answer,,,,,
2022-02-22 15:28:23,2022-02-22 15:37:34,IP Address,100,551,True,2022-02-22 15:37:34,R_R9n2TW1AWa9J4B3,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Full Professor,,Very important,I have extensive experience with Open Access publishing,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work,Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review",,it sometimes really is a hassle to arrange evrything and that is annoying,Slightly important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","I might lose control over how my data, materials, and/or code are being used,I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property,It might take too much time, effort, and resources",,I don’t know/prefer not to answer,"Until now, I was unaware of study preregistration",I don’t know/prefer not to answer,,Not at all important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","Others might find errors in my educational resources,I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property,It might take too much time, effort, and resources",,Slightly important,"Until now, I was unaware of open engagement with societal actors","It might require too much time, effort, and resources,Designing the research might become too complex,Some societal actors might have ideas that are too difficult to implement,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project,There could be issues related to intellectual property",,Yes,"Open access publishing,Open data, materials, and/or code,Preregistration,Open educational resources,Open engagement of societal actors",,,No,,,Other,"I do not really expect specific recognition or reward for 'open work', and indeed that recognition and reward is not present ",
2022-02-27 14:43:15,2022-02-27 15:35:01,IP Address,100,3105,True,2022-02-27 15:35:01,R_2ztNK8bPl2Te1TD,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Full Professor,,Slightly important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review,Gold OA: The impact of an Open Access publication might be low (e.g., few downloads and citations, low public engagement)",,no,Slightly important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles",I don’t know/prefer not to answer,,Not at all important,"Until now, I was unaware of study preregistration",I don’t know/prefer not to answer,,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly","There could be issues related to intellectual property,It might take too much time, effort, and resources",,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources,Some societal actors might have ideas that are too difficult to implement",,Yes,"Open access publishing,Open educational resources",,,No,,,More time for Open Science activities,,no
2022-03-07 15:42:20,2022-03-07 15:47:17,IP Address,100,296,True,2022-03-07 15:47:17,R_1rqRef0ysp2Qx1S,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Not at all important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review",,,Not at all important,"Until now, I hadn't heard of open data, materials, and/or code","Until now, I hadn't heard of open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles",I don’t know/prefer not to answer,,Not at all important,"Until now, I was unaware of study preregistration",I don’t know/prefer not to answer,,Not at all important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources",I don’t know/prefer not to answer,,Moderately important,"I have some experience with engaging with society, but do not do it regularly",I do not share any of these concerns,,No,,,,I do not undertake any Open Science activities,,,,,
2022-03-07 15:42:31,2022-03-07 15:49:07,IP Address,100,396,True,2022-03-07 15:49:09,R_1gox7cB8TTIHf1q,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Moderately important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Other people might copy my research and publish it before I do,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review,Gold OA: The impact of an Open Access publication might be low (e.g., few downloads and citations, low public engagement)",,,Slightly important,I don’t know/prefer not to answer,I don’t know/prefer not to answer,"Until now, I hadn't heard of the FAIR principles","I might lose control over how my data, materials, and/or code are being used,I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property,It might take too much time, effort, and resources",,Not at all important,"Until now, I was unaware of study preregistration","Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,Preregistration might make it more difficult to find statistically significant results,Preregistration might make it more difficult to publish in certain journals",,Extremely important,"I am aware of open educational resources developed by others, but have not used them",I don’t know/prefer not to answer,I might not receive appropriate credit for my educational resources if I make them openly available,,Moderately important,"I have some experience with engaging with society, but do not do it regularly","Some societal actors might have ideas that are too difficult to implement,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project",,Yes,"Open access publishing,Open data, materials, and/or code,Preregistration,Open educational resources,Open engagement of societal actors",,,I do not undertake any Open Science activities,,,,,
2022-03-07 15:42:46,2022-03-07 15:52:05,IP Address,100,559,True,2022-03-07 15:52:07,R_12SlG1wtqCh5sZ2,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Extremely important,I have extensive experience with Open Access publishing,"Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work,Gold OA: Open Access journals might have lower quality articles",,,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I have some experience with the FAIR principles, but do not follow them regularly","Reuse of my data, materials, and/or code could violate the epistemological framework of my research,I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property",,Moderately important,"Until now, I was unaware of study preregistration","Preregistration might delay data collection,I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,Preregistration might make it more difficult to publish in certain journals",,Extremely important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly","I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property",,Extremely important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project,There could be issues related to intellectual property",,Yes,"Open access publishing,Open data, materials, and/or code,Open educational resources",,"I attended a workshop on research data management,I looked up relevant information on the EUR website",No,,,"Freedom to choose and initiate my own projects,More time for Open Science activities",,
2022-03-07 15:42:49,2022-03-07 15:53:39,IP Address,100,649,True,2022-03-07 15:53:39,R_3J1PeDvRAg5q4NE,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Full Professor,,Extremely important,I have extensive experience with Open Access publishing,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work,Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review",,"There is not much attention for publishing books or in edited volumes. In my field, this is an important form of publishing, but it is hard to do this open access.",Not at all important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I am aware of the FAIR principles, but have not followed them","Reuse of my data, materials, and/or code could violate the epistemological framework of my research,I might lose control over how my data, materials, and/or code are being used,I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property,It might take too much time, effort, and resources",,Not at all important,"I am aware of study preregistration, but have not used it","I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility",,Slightly important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own","Others might find it difficult to understand my educational resources,I might not receive appropriate credit for my educational resources if I make them openly available",,Moderately important,"I have some experience with engaging with society, but do not do it regularly","Some societal actors might have ideas that are too difficult to implement,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project",,Yes,"Open access publishing,Open data, materials, and/or code,Open engagement of societal actors",,,I don't know/prefer not to answer,,,,,Not all open science practices are equally relevant to all forms of research. It would be helpful if this is acknowledged. E.g. theoretical research without empirical components has a different relationship to open data etc.
2022-03-07 15:42:16,2022-03-07 16:02:15,IP Address,100,1198,True,2022-03-07 16:02:16,R_2TXioqfuZpLflHQ,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Associate Professor,,Moderately important,I have some experience with Open Access publishing,"Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work,Gold OA: The impact of an Open Access publication might be low (e.g., few downloads and citations, low public engagement)",,,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I am aware of the FAIR principles, but have not followed them","I might lose control over how my data, materials, and/or code are being used,I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property,It might take too much time, effort, and resources",,Slightly important,"I am aware of study preregistration, but have not used it","Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,It might take too much time, effort, and resources",,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available",,Very important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",,Yes,"Open access publishing,Open educational resources,Open engagement of societal actors",,,I don't know/prefer not to answer,,,,,
2022-03-07 16:03:03,2022-03-07 16:23:38,IP Address,100,1234,True,2022-03-07 16:23:38,R_uqsImCg4iteMWGt,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Full Professor,,Very important,I have extensive experience with Open Access publishing,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",,I like it that the universities support it financially; it is not so handy that it cannot be guaranteed upfront if sufficient funds will still be there for the article [whereas I have to commit myself to the journal already]; I had an odd situation once that I was an author contributing 50% but not corresponding author - by accident - and then we could not make use of my university's offer,Slightly important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly","Until now, I hadn't heard of the FAIR principles","I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property",,Moderately important,"I have some experience with study preregistration, but do not use it regularly","Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility,It might take too much time, effort, and resources",,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,Yes,"Open access publishing,Open data, materials, and/or code,Preregistration,Other","the ethics review (which in essence I find useful) turns out very burdensome for my research on data law; it is not just the ethics review committee but on top a data stewards and a DMP steward to be contacted; this could be much more streamlined to encourage empirical work in the law faculty; in its current form it has a rather deterrent effect for the future ",,I don't know/prefer not to answer,,,,,
2022-03-07 17:06:42,2022-03-07 17:14:11,IP Address,100,448,True,2022-03-07 17:14:11,R_2amcVcvvrDmVgdr,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Extremely important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Other people might copy my research and publish it before I do,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",,,Very important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","Reuse of my data, materials, and/or code could violate the epistemological framework of my research,There could be issues related to intellectual property,Other",protection of participants/respondents,Slightly important,"Until now, I was unaware of study preregistration",Preregistration stifles research creativity or flexibility,,Extremely important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I do not share any of these concerns,,Very important,"I am aware of engaging with society, but have not done it","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project",,Yes,"Open access publishing,Open educational resources",,,I do not undertake any Open Science activities,,,,,
2022-03-07 17:21:54,2022-03-07 17:34:39,IP Address,100,765,True,2022-03-07 17:34:39,R_Zb2sj0Jy1iDKCfT,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Moderately important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Other people might copy my research and publish it before I do,Gold OA: Open Access journals might have lower quality articles",,,Slightly important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I am aware of the FAIR principles, but have not followed them","I might not receive appropriate credit for data, materials, and/or code if I make them openly available,There could be issues related to intellectual property",,Slightly important,"Until now, I was unaware of study preregistration","Preregistration might delay data collection,I need to look at my data before I can decide how to best analyse it,It might take too much time, effort, and resources",,Moderately important,I regularly use open educational resources developed by others,"I am aware of open educational resources, but have not shared my own","I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property",,Moderately important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources,Designing the research might become too complex,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project",,Yes,"Open access publishing,Open engagement of societal actors",,,I do not undertake any Open Science activities,,,,,
2022-03-08 09:07:02,2022-03-08 09:11:41,IP Address,100,278,True,2022-03-08 09:11:41,R_1YusiVwbazSJMJP,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Assistant Professor,,Very important,I have some experience with Open Access publishing,Gold OA: Open Access journals might not provide rigorous peer-review,,,Very important,"I regularly use open data, materials, and/or code developed by others","I regularly share open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles",I do not share any of these concerns,,Slightly important,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,Very important,"I am aware of open educational resources developed by others, but have not used them","I have some experience with open educational resources, but do not share mine regularly",I don’t know/prefer not to answer,,Very important,I regularly engage with society,I don’t know/prefer not to answer,,I don’t know/prefer not to answer,,,,I don't know/prefer not to answer,,,,,
2022-03-08 09:48:38,2022-03-08 09:56:21,IP Address,100,462,True,2022-03-08 09:56:21,R_3lF9Z0LrcsdnWg4,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Assistant Professor,,Very important,I have some experience with Open Access publishing,I do not share any of these concerns,,,Very important,"I regularly use open data, materials, and/or code developed by others","I regularly share open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles",I do not share any of these concerns,,Not at all important,I don’t know/prefer not to answer,I do not share any of these concerns,,Very important,I regularly use open educational resources developed by others,I regularly share open educational resources,I do not share any of these concerns,,Very important,I regularly engage with society,I do not share any of these concerns,,Yes,"Open access publishing,Open educational resources",,,No,,,"Freedom to choose and initiate my own projects,More time for Open Science activities",,
2022-03-08 12:04:31,2022-03-08 12:08:38,IP Address,100,247,True,2022-03-08 12:08:40,R_31Ze01AKovZY3Qf,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Very important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Other people might copy my research and publish it before I do",,,Very important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own",I don’t know/prefer not to answer,"Others might find it difficult to understand my data, materials, and/or code,I might not receive appropriate credit for data, materials, and/or code if I make them openly available",,Moderately important,"I am aware of study preregistration, but have not used it","I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility",,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","Others might find it difficult to understand my educational resources,I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available",,Extremely important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources,Some societal actors might have ideas that are too difficult to implement,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",,Yes,"Open access publishing,Open data, materials, and/or code",,,I do not undertake any Open Science activities,,,,,
2022-03-08 12:12:23,2022-03-08 12:17:53,IP Address,100,329,True,2022-03-08 12:17:53,R_1mqOcwc9bXLefx8,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Very important,"Until now, I was unaware of Open Access publishing","Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Gold OA: Open Access journals might not provide rigorous peer-review,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",,,Moderately important,"Until now, I hadn't heard of open data, materials, and/or code","Until now, I hadn't heard of open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles","Others might criticise my data, materials, and/or code,Others might find errors in my published work,It might take too much time, effort, and resources",,Moderately important,"Until now, I was unaware of study preregistration","Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,It might take too much time, effort, and resources",,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly","It might take too much time, effort, and resources",,Very important,"I am aware of engaging with society, but have not done it","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",,Yes,"Open access publishing,Open educational resources,Open engagement of societal actors",,,I don't know/prefer not to answer,,,,,
2022-03-08 10:08:35,2022-03-08 17:51:08,IP Address,100,27753,True,2022-03-08 17:51:10,R_3qU4dzkJjDU66PS,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Assistant Professor,,Extremely important,I have some experience with Open Access publishing,"Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",,"gold access is too expensive; why not come back to the good old university journals published by universities beased on genuine peer review, free of charge and made accessible for everybody?",Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code","Until now, I hadn't heard of the FAIR principles",There could be issues related to intellectual property,,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,Moderately important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own",There could be issues related to intellectual property,,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians),I might lose control of my research project,There could be issues related to intellectual property,Other","Engaging with the society/stakeholders in an unhealthy way might result in biased/low quality research output, affect independence of academic research and unduly limit the research agenda to pre-determined themes/approaches established elsewhere (normally top-down by the actors providing financing for research)",Yes,"Open access publishing,Open data, materials, and/or code,Preregistration,Open educational resources,Open engagement of societal actors",,,I don't know/prefer not to answer,,,,,"more information and an insightful/comprehensive discussion with all actors involved (without excluding research from this) is needed in order to accurately and fully evaluate all the potential positive/negative implications of open science with a view to define and pursue a reasonable, realistic and effective open science policy"
2022-03-08 19:02:00,2022-03-08 19:18:03,IP Address,100,963,True,2022-03-08 19:18:05,R_31NTaAFObkNdcnO,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,Very important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Other people might copy my research and publish it before I do,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,Other",These questions are more related to who is allowed to put articles on open access and less about whom actually has access. I care about open access to the broader public but strive to keep peer review and other quality enhancing standards in place.,"I have read the university strives to publish all articles by EUR researchers as open access, but I am not aware of the details. I fully support this goal, as I do not understand how we can do research funded by tax payers and then have the findings behind pay walls. ",Very important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","Others might criticise my data, materials, and/or code,Others might find it difficult to understand my data, materials, and/or code,Reuse of my data, materials, and/or code could violate the epistemological framework of my research,I might lose control over how my data, materials, and/or code are being used,It might take too much time, effort, and resources,Other","I am not sure if I have understood the epistemological framework of my research. What I mean is: in qualitative and quantitative data collection there are a lot of choices in the design that limit how the data can be interpreted. This knowlegde is gathered by the researcher during data collection. I find it hard to imagine that another researcher can skip that process and rely on my explanation of my data on FAIR principles and then use the data well. I think there is a high chance for error, that the data cannot be taken easily out of the broader data collection context and the purpose for which they have been collected. I think this is especially true for less structured interview data.",Not at all important,"Until now, I was unaware of study preregistration","I need to look at my data before I can decide how to best analyse it,Preregistration prevents exploratory research,Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,Other","My phd design has changed quite drastically at least four times due to practical data collection difficulties. I imagine preregistering would take a lot of time. In a way the ethical review already requires some sort of preregistering, although it is not publicly available. I think it is more important that in the design phase researchers work with professionals so that the design is aligned with what is possible in terms of data collection and also what type of questions are interesting from a practical/professional point of view (as complementary to the researchers non-practice informed view)",Slightly important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources","Others might criticise my educational resources,Others might find errors in my educational resources,I might not receive appropriate credit for my educational resources if I make them openly available,It might take too much time, effort, and resources",,Extremely important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources,I might lose control of my research project,There could be issues related to intellectual property",,Yes,"Open access publishing,Open data, materials, and/or code,Preregistration,Open educational resources,Open engagement of societal actors,Other","but only if somehow presented as part of my job, not as additional / in my own time",,I don't know/prefer not to answer,,,,,
2022-03-09 15:48:07,2022-03-09 15:58:32,IP Address,100,624,True,2022-03-09 15:58:32,R_2CwjnhY0oSxBAFS,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Associate Professor,,Moderately important,I have some experience with Open Access publishing,"Green OA (self-archiving): Other people might copy my research and publish it before I do,Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",,How to prevent that open access published articles will be hard to find because of all the seperate institution-based archives?,Very important,"I regularly use open data, materials, and/or code developed by others","I have some experience with open data, materials, and/or code, but do not share mine regularly","Until now, I hadn't heard of the FAIR principles",Others might find errors in my published work,,Not at all important,"Until now, I was unaware of study preregistration","Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,It might take too much time, effort, and resources",,Slightly important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources","Others might criticise my educational resources,Others might find errors in my educational resources,There could be issues related to intellectual property",,Very important,I regularly engage with society,I do not share any of these concerns,,Yes,"Open access publishing,Open data, materials, and/or code,Preregistration,Open educational resources",,,No,,,"Freedom to choose and initiate my own projects,More time for Open Science activities,Praise by my colleagues/supervisor/manager",,
2022-03-11 20:21:41,2022-03-11 20:26:33,IP Address,100,291,True,2022-03-11 20:26:33,R_3HoGrcJfai9Z1VC,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Full Professor,,Very important,I have some experience with Open Access publishing,I do not share any of these concerns,,Only positive,Very important,"I am aware of open data, materials, and/or code developed by others, but have not used them",I don’t know/prefer not to answer,I don’t know/prefer not to answer,I do not share any of these concerns,,Very important,I regularly preregister my studies,I do not share any of these concerns,,Moderately important,I don’t know/prefer not to answer,I don’t know/prefer not to answer,I do not share any of these concerns,,Slightly important,I don’t know/prefer not to answer,I don’t know/prefer not to answer,,Yes,"Open access publishing,Open data, materials, and/or code,Preregistration",,,Yes,Freedom to choose and initiate my own projects,,,,
2022-03-14 08:36:25,2022-03-14 08:44:55,IP Address,100,510,True,2022-03-14 08:44:56,R_r1MYaUOZ7QUL72h,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,Associate Professor,,Very important,I am aware of Open Access publishing but have not done it,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work",,"for my own research it is very important to have access to other articles. I therefore really appreciate open access. If I cant find an article in open access (gold), I might not use it.",Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them",I don’t know/prefer not to answer,"Until now, I hadn't heard of the FAIR principles",I don’t know/prefer not to answer,,Not at all important,"I have some experience with study preregistration, but do not use it regularly",I don’t know/prefer not to answer,,Moderately important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own","Others might find errors in my educational resources,I might lose control over how my educational resources are being used",,Slightly important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources,It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",,Yes,"Open access publishing,Open educational resources,Open engagement of societal actors",,,I do not undertake any Open Science activities,,,,,
2022-02-16 14:21:17,2022-02-16 15:44:10,Spam,0,4973,False,2022-03-17 20:06:06,R_2UY38U4HRqZizwH,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-07 16:01:49,2022-03-07 16:02:28,IP Address,16,39,False,2022-03-17 20:06:07,R_2dG5TFhU2d4lR8R,anonymous,EN-GB,Erasmus School of Law (ESL),,,,,,,PhD candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
